CHANNEL	UTTRANS_ID	SPEAKER_ID	PROMPT	TRANSCRIPTION
C0	G0004_0_S0039.wav	G0004		Mau dibawa saja.
C0	G0004_0_S0041.wav	G0004		Jadi saya punya empat orang tua.
C0	G0004_0_S0042.wav	G0004		Padahal saya cuma keluar rumah sebentar.
C0	G0004_0_S0043.wav	G0004		Liverpool membutuhkan penjaga gawang baru.
C0	G0004_0_S0045.wav	G0004		Pluchaefume adalah parfum alami yang berasal dari daun beluntas.
C0	G0004_0_S0046.wav	G0004		Sulitnya itu tebal sekali spj nya itu.
C0	G0004_0_S0048.wav	G0004		Ada dua jenis promosi yang dapat anda lakukan.
C0	G0004_0_S0049.wav	G0004		Raffi mengaku pertemuannya dengan enji sama sekali tidak disengaja.
C0	G0004_0_S0050.wav	G0004		Kualitas ya sudah terjamin.
C0	G0004_0_S0051.wav	G0004		Menurut dia, motif pengeroyokan itu karena persoalan sepele.
C0	G0004_0_S0052.wav	G0004		Ada ikan mati, burung mati dalam perutnya apa sampah plastik.
C0	G0004_0_S0054.wav	G0004		Beberapa anggaran waktu saya menjadi menkeu, pertama kalinya tahun.
C0	G0004_0_S0055.wav	G0004		Simak ceritanya di sini.
C0	G0004_0_S0056.wav	G0004		Saya pikir biar saya fokus betul.
C0	G0004_0_S0057.wav	G0004		Proses adaptasi saya berlangsung luar biasa.
C0	G0004_0_S0059.wav	G0004		Kami harapkan penjajakan lebih matang dalam atau hari.
C0	G0004_0_S0060.wav	G0004		Unit rumah sederhana.
C0	G0004_0_S0061.wav	G0004		Sangat mungkin damai.
C0	G0004_0_S0062.wav	G0004		Pemain berpaspor serbia itu pun merasa sangat menikmati debutnya di liga.
C0	G0004_0_S0063.wav	G0004		Dia guardiola pasti berpengaruh bagi inggris.
C0	G0004_0_S0064.wav	G0004		Foto afp oli scarff.
C0	G0004_0_S0066.wav	G0004		Jennifer lopez foto oscar.
C0	G0004_0_S0067.wav	G0004		Foto eurosport.
C0	G0004_0_S0068.wav	G0004		Ashley sangat ingin mengenal brooklyn.
C0	G0004_0_S0069.wav	G0004		Ya, misalnya kayak tanah abang lah.
C0	G0004_0_S0071.wav	G0004		Saya melihat terlalu mudah para warga binaan mendapatkan narkoba.
C0	G0004_0_S0072.wav	G0004		Benar, rumahnya pak patrialis.
C0	G0004_0_S0074.wav	G0004		Saya akan tarik biaya sewa.
C0	G0004_0_S0076.wav	G0004		Ksi pelaku mengakibatkan seorang pastur dan tiga orang jemaatnya terluka.
C0	G0004_0_S0077.wav	G0004		Foto johnpeyi instagram.
C0	G0004_0_S0078.wav	G0004		Saya senang dia bisa kembali.
C0	G0004_0_S0079.wav	G0004		Kalau keluar rumah bertemu kita senyum.
C0	G0004_0_S0081.wav	G0004		Statistik lengkap porto vs. juventus klik di sini.
C0	G0004_0_S0082.wav	G0004		Sebelum ini, dia pernah beraksi di atm rsmh palembang.
C0	G0004_0_S0084.wav	G0004		Kami jualan keripik saja.
C0	G0004_0_S0085.wav	G0004		Wib rabu juni kemarin.
C0	G0004_0_S0086.wav	G0004		Suka pakai daster, make up seadanya.
C0	G0004_0_S0087.wav	G0004		Kita kerja tiga bulan itu untuk pertandingan nanti.
C0	G0004_0_S0090.wav	G0004		Saya melihat jasad jasad mobil mobil hangus terbakar.
C0	G0004_0_S0091.wav	G0004		Garam dan gula secukupnya.
C0	G0004_0_S0092.wav	G0004		Kita sampai sini, apinya sudah besar.
C0	G0004_0_S0093.wav	G0004		Ronaldo saat mengelabui buffon di musim.
C0	G0004_0_S0094.wav	G0004		Kami realistis saja.
C0	G0004_0_S0095.wav	G0004		Konsep itu tidak dibocorkan okan sebelumnya.
C0	G0004_0_S0096.wav	G0004		Ya, kita selalu berulang kali rapat kembali rapat kembali.
C0	G0004_0_S0098.wav	G0004		Foto nbc news.
C0	G0004_0_S0099.wav	G0004		Assist di liga.
C0	G0004_0_S0100.wav	G0004		Waktu, bener cepet banget berlalu.
C0	G0004_0_S0101.wav	G0004		Partai perindo bagus.
C0	G0004_0_S0102.wav	G0004		Sampai peluit panjang pertanda pertandingan berakhir, skor tidak berubah.
C0	G0004_0_S0103.wav	G0004		Saya dibius total, jadi saya tidak tahu prosesnya.
C0	G0004_0_S0104.wav	G0004		Dia any, pasien rs grhasia pakem.
C0	G0004_0_S0105.wav	G0004		Sinbad tidak bubar, hanya vakum saja.
C0	G0004_0_S0106.wav	G0004		Gimana ya, susah pilih sih.
C0	G0004_0_S0108.wav	G0004		Pertama, saya yang mandi kemudian istri saya.
C0	G0004_0_S0109.wav	G0004		Kami kan belum menerima apa apa.
C0	G0004_0_S0110.wav	G0004		Wita melati dipaksa melayani empat pemuda kampung sekaligus.
C0	G0004_0_S0111.wav	G0004		Saya terkejut dengan dimensi, kata maurer.
C0	G0004_0_S0114.wav	G0004		Saya enggak tahu kalau naik.
C0	G0004_0_S0115.wav	G0004		Meter rough sea.
C0	G0004_0_S0117.wav	G0004		Rencana besok pagi.
C0	G0004_0_S0118.wav	G0004		Ya, tidak diragukan lagi.
C0	G0004_0_S0119.wav	G0004		Memang idealnya kalau pesantren di sekolah itu bisa sebulan.
C0	G0004_0_S0120.wav	G0004		Tidak ada maksud apa apa mereka mendarat di bali.
C0	G0004_0_S0122.wav	G0004		Ya, yang pasti seru beberapa hari di bali.
C0	G0004_0_S0123.wav	G0004		Peserta kebanyakan anak kecil.
C0	G0004_0_S0125.wav	G0004		Saya lebih pada kesiapan pribadi dulu.
C0	G0004_0_S0126.wav	G0004		Pastikan anak anda sudah memilih tempat tujuan sekolah.
C0	G0004_0_S0130.wav	G0004		Aku bukan orang yang mau matokin nikah umur berapa.
C0	G0004_0_S0131.wav	G0004		Kami lelah dengan sikap yang ditunjukkan barcelona.
C0	G0004_0_S0135.wav	G0004		Tergantung situasi besok.
C0	G0004_0_S0136.wav	G0004		Musik kita jaga keberadaannya.
C0	G0004_0_S0137.wav	G0004		Dari awal syuting, kami hanya bermodal cerita yang bagus.
C0	G0004_0_S0138.wav	G0004		Kalo saya ceo nya feeport, saya akan bertindak berbeda, tambahnya.
C0	G0004_0_S0139.wav	G0004		Saya sudah tobat, kenapa sih kamu godain aku lagi?
C0	G0004_0_S0140.wav	G0004		Semua harus dihadapi anak anak kecil, sembari mereka tumbuh.
C0	G0004_0_S0141.wav	G0004		Enggak, kenapa kok mba?
C0	G0004_0_S0142.wav	G0004		Ee mengungkapkan, ada kalanya ia merasa ingin berhenti menjadi selebriti.
C0	G0004_0_S0143.wav	G0004		Ini merupakan budaya kuil tzu shih yeh kami di sanxia.
C0	G0004_0_S0145.wav	G0004		Kami belum mengetahui rincian tentang pengembangan pemain muda itu.
C0	G0004_0_S0148.wav	G0004		Tidak perlu saya sampaikan ormas mana.
C0	G0004_0_S0149.wav	G0004		Ya ampun, dia enggak tahu ini bini siapa.
C0	G0004_0_S0151.wav	G0004		Perbanyak tanaman hijau.
C0	G0004_0_S0152.wav	G0004		Saya tidak bisa bersaing dengan neymar.
C0	G0004_0_S0153.wav	G0004		Penjagaan berlapis di pintu mako brimob kelapa dua depok.
C0	G0004_0_S0154.wav	G0004		Terlalu sering membayar minimum payment.
C0	G0004_0_S0155.wav	G0004		Saya ingin melihat thiago bermain untuk barcelona lagi.
C0	G0004_0_S0156.wav	G0004		Dan saya ngebayangkan ketika suami saya berbicara seperti itu ke saya.
C0	G0004_0_S0157.wav	G0004		Senang mereka, aku punya kegiatan.
C0	G0004_0_S0158.wav	G0004		Orang tua saya setuju dengan keputusan saya.
C0	G0004_0_S0160.wav	G0004		Kami dibantu dua tim basarnas untuk mencari jenazah korban.
C0	G0004_0_S0161.wav	G0004		Nas urbaningrum foto okezone.
C0	G0004_0_S0162.wav	G0004		Kami menyadari bahwa menghubungkan orang tidak cukup dengan sendirinya.
C0	G0004_0_S0163.wav	G0004		Nah, itu saya kan belum baca.
C0	G0004_0_S0164.wav	G0004		Ulanya ia berkendara di tengah kota pada malam hari.
C0	G0004_0_S0166.wav	G0004		Kota palembang memiliki jadwal penerbangan langsung menuju jogjakarta.
C0	G0004_0_S0167.wav	G0004		Griezmann tinggal di atleti, kami senang dia tetap tinggal.
C0	G0004_0_S0168.wav	G0004		Maksudnya apa tulis achmadharis?
C0	G0004_0_S0170.wav	G0004		Kebahagiaan sang pemain di hari ulang tahunnya semakin terasa.
C0	G0004_0_S0171.wav	G0004		Ya, kalau bisa kami pisahkan dong.
C0	G0004_0_S0172.wav	G0004		Bukunya itu, buku resep memasak makanan sehat dan bergizi.
C0	G0004_0_S0173.wav	G0004		Terus datang keruangan saya, andi menyatakan bahwa sudah terealisasi.
C0	G0004_0_S0174.wav	G0004		Karier bagus bukan berarti tanpa rintangan.
C0	G0004_0_S0175.wav	G0004		Ini relaksasi jiwa bagi saya.
C0	G0004_0_S0176.wav	G0004		Saya mengapresiasi kehadiran sir bobby usai pertandingan.
C0	G0004_0_S0178.wav	G0004		Total yang kami sediakan ada.
C0	G0004_0_S0179.wav	G0004		Wib satu malam saja, tidak tiga malam.
C0	G0004_0_S0180.wav	G0004		Ya, mungkin seperti itu.
C0	G0004_0_S0181.wav	G0004		Baca juga, anak elvy sukaesih ditangkap di kediamannya.
C0	G0004_0_S0184.wav	G0004		Padahal beliau tidak melakukannya.
C0	G0004_0_S0185.wav	G0004		Pendaftaran beasiswa afirmasi ldpd akan dibuka sampai april.
C0	G0004_0_S0186.wav	G0004		Pelakunya juga merupakan satu keluarga.
C0	G0004_0_S0188.wav	G0004		Sayang, nikita mirzani tidak menyebutkan siapa yang dia sindir.
C0	G0004_0_S0189.wav	G0004		Unit di.
C0	G0004_0_S0192.wav	G0004		Ribu per hari.
C0	G0004_0_S0194.wav	G0004		Ya, banjir lagi ini.
C0	G0004_0_S0195.wav	G0004		Sore sampai.
C0	G0004_0_S0196.wav	G0004		Nama ricky harun melonjak sejak kemarin siang.
C0	G0004_0_S0198.wav	G0004		Tiket masuk selama dua hari dijual seharga.
C0	G0004_0_S0199.wav	G0004		Kaos kolom kosong pilihanku di pilwalkot makassar foto prayudha okezone.
C0	G0004_0_S0201.wav	G0004		Saya enggak tau persis yang tau rekaman cctv.
C0	G0004_0_S0203.wav	G0004		Pemberian ansambel terbaik sekaligus mengakhiri indonesian movie actors awards.
C0	G0004_0_S0204.wav	G0004		Ada penurunan harga komoditas kecil kecil tapi.
C0	G0004_0_S0205.wav	G0004		Memasuki pertengahan babak pertama, permainan espanyol mulai bermain keras.
C0	G0004_0_S0206.wav	G0004		Jumat maret dinihari.
C0	G0004_0_S0207.wav	G0004		Sarana pasca panen sangat dibutuhkan di desa.
C0	G0004_0_S0208.wav	G0004		Saya berlatar belakang drama dari.
C0	G0004_0_S0210.wav	G0004		Sebenarnya tidak ada masalah dalam sebuah perbedaan.
C0	G0004_0_S0211.wav	G0004		Janggut ini, ini lelucon saya dengan quaresma.
C0	G0004_0_S0212.wav	G0004		Langkah kedua adalah mengurutkan dan mengidentifikasi mikroba.
C0	G0004_0_S0215.wav	G0004		Ini tidak bercanda, moonlight anda lah pemenangnya.
C0	G0004_0_S0216.wav	G0004		Real madrid begitu digdaya di musim.
C0	G0004_0_S0218.wav	G0004		Saya jalani aja kehidupan saya.
C0	G0004_0_S0219.wav	G0004		Ya, memang pertama main horor.
C0	G0004_0_S0220.wav	G0004		Erik adalah daftar lengkap prediksi pemenang oscar versi collider.
C0	G0004_0_S0221.wav	G0004		Saat ramai itu, saya langsung cek.
C0	G0004_0_S0222.wav	G0004		Kami senang dengan hasilnya.
C0	G0004_0_S0223.wav	G0004		Apa itu manusia harus sehat?
C0	G0004_0_S0225.wav	G0004		Kami sangat menyayangkan ketidakhadiran kedua instansi ini.
C0	G0004_0_S0226.wav	G0004		Sabrina bukan film pertama sara.
C0	G0004_0_S0227.wav	G0004		Tim kami tadi sore sudah mengecek ke sana.
C0	G0004_0_S0228.wav	G0004		Tidak ada masalah dengan musisi cover buat saya.
C0	G0004_0_S0229.wav	G0004		Jangan sampai kita kalah dipersyaratan.
C0	G0004_0_S0231.wav	G0004		Mother teresa untukku aku mendukung semua orang.
C0	G0004_0_S0232.wav	G0004		Ada pertanyaan terbuka, edy rahmayadi mendapat dukungan persen.
C0	G0004_0_S0233.wav	G0004		Selalu adem liat wajahmu teh.
C0	G0004_0_S0235.wav	G0004		Tugas anda adalah membantu untuk membayarkan tagihan mereka.
C0	G0004_0_S0236.wav	G0004		Pa selama bekerja, kamu selalu merasa terbebani.
C0	G0004_0_S0238.wav	G0004		Waktu itu, saya ikut penangkapan.
C0	G0004_0_S0240.wav	G0004		Sebelumnya kan gue sering ngegarap musik dj ya.
C0	G0004_0_S0242.wav	G0004		Armada punya lagu baru nih.
C0	G0004_0_S0245.wav	G0004		Karena saya memang banyak menyimpan kisah pilu.
C0	G0004_0_S0246.wav	G0004		Dia bilang, dia akan melakukan sesuatu.
C0	G0004_0_S0247.wav	G0004		Kami memiliki banyak pemain yang tidak berpengalaman.
C0	G0004_0_S0248.wav	G0004		Pernikahan diselenggarakan di sebuah hotel di seoul.
C0	G0004_0_S0250.wav	G0004		Wib rumahnya dimasuki maling.
C0	G0004_0_S0251.wav	G0004		Saya rasa dia mengatakan hal yang bodoh.
C0	G0004_0_S0253.wav	G0004		Kami tidak boleh menghapus fakta ini.
C0	G0004_0_S0256.wav	G0004		Suasana rumah ahmad dhani.
C0	G0004_0_S0257.wav	G0004		Pemerintah tetap sangat pendiam.
C0	G0004_0_S0260.wav	G0004		Jadi tetap saya kontrol.
C0	G0004_0_S0261.wav	G0004		Saya tidak mampu berkata apa apa.
C0	G0004_0_S0262.wav	G0004		Iya, saya memang lagi ingin sendiri dulu.
C0	G0004_0_S0265.wav	G0004		Pihak kami membutuhkan sosok penyerang yang sangat agresif.
C0	G0004_0_S0266.wav	G0004		Pengalihan arus nanti situasional.
C0	G0004_0_S0267.wav	G0004		Ya benar, semua mau seperti itu tepat waktu.
C0	G0004_0_S0268.wav	G0004		Pengennya sih banyak.
C0	G0004_0_S0271.wav	G0004		Polisi mereka anggap thoghut.
C0	G0004_0_S0272.wav	G0004		Saya sangat lelah dan anda tahu berapa gaji saya.
C0	G0004_0_S0273.wav	G0004		Southampton akan selalu berada di hati saya.
C0	G0004_0_S0276.wav	G0004		Jangan terlalu pemilih kalau cari yang sempurna itu mustahil.
C0	G0004_0_S0278.wav	G0004		Hari pertama.
C0	G0004_0_S0280.wav	G0004		Jujur saja, aku tidak berpikir bahwa aku adalah tipenya.
C0	G0004_0_S0282.wav	G0004		Kebetulan papa kita berdua sudah enggak ada.
C0	G0004_0_S0284.wav	G0004		Ilustrasi jalan rusak foto okezone.
C0	G0004_0_S0286.wav	G0004		Saya mengecam aksi teroris ini.
C0	G0004_0_S0287.wav	G0004		Kemeja batik biru oriental.
C0	G0004_0_S0289.wav	G0004		Sama orang orang diteriaki, suruh berhenti.
C0	G0004_0_S0290.wav	G0004		Menurut sugiono, telur mungkin dipalsukan.
C0	G0004_0_S0291.wav	G0004		Aktris pevita pearce menunjukkan keseksian tubuhnya di bagian dada.
C0	G0004_0_S0292.wav	G0004		Bersama atletico musim ini gimenez tampil prima.
C0	G0004_0_S0295.wav	G0004		Foto reuters matthew childs.
C0	G0004_0_S0297.wav	G0004		Tulis seorang warganet.
C0	G0004_0_S0298.wav	G0004		Rumah satu keluarga pengebom gereja.
C0	G0004_0_S0299.wav	G0004		Anies mengunggah tiga buah foto kebersamaannya dengan somad.
C0	G0004_0_S0301.wav	G0004		Lalu sekarang kami bermain tanpa coutinho.
C0	G0004_0_S0303.wav	G0004		Bagi saya, penting untuk berbicara.
C0	G0004_0_S0305.wav	G0004		Walaupun jakarta sepi, saya menikmati selalu.
C0	G0004_0_S0306.wav	G0004		Saya sediain kulit kambing lembar tinggal sepuluh lagi.
C0	G0004_0_S0307.wav	G0004		Gampang kok hafalinnya, paling menit.
C0	G0004_0_S0309.wav	G0004		Lagi bapak siapa sosok panutan atau yang menginspirasi?
C0	G0004_0_S0310.wav	G0004		Anaknya cantik banget, kak alice.
C0	G0004_0_S0311.wav	G0004		Orang yang diangkut dengan tujuh pesawat khusus.
C0	G0004_0_S0312.wav	G0004		Melihat unggahan bekti, warganet bukannya mengomentari sosok masa lalunya.
C0	G0004_0_S0313.wav	G0004		Paling ngumpul ngumpul saja.
C0	G0004_0_S0314.wav	G0004		Kemarin saya akan melintasi jalan ini ditutup.
C0	G0004_0_S0315.wav	G0004		Berselang sekira satu jam kemudian, emil juga mengunggah kembali foto.
C0	G0004_0_S0316.wav	G0004		Saya setengah saudaranya.
C0	G0004_0_S0317.wav	G0004		Menu makan malam yang sehat dan tidak bikin gemuk.
C0	G0004_0_S0318.wav	G0004		Wib ketika piringan bulan memasuki penumbra bumi.
C0	G0004_0_S0320.wav	G0004		Setelah membersihkan lemari dan meja.
C0	G0004_0_S0321.wav	G0004		Saya adalah seorang juru masak.
C0	G0004_0_S0324.wav	G0004		Ya, dia wijnaldum berkata dia ingin saya di liverpool.
C0	G0004_0_S0325.wav	G0004		Meski begitu, imanuel mengaku belum mengetahui siapa pelaku pemilik bom molotov.
C0	G0004_0_S0326.wav	G0004		Kabarnya ada dua opsi yakni defleksi dan gangguan.
C0	G0004_0_S0327.wav	G0004		Sukuk lagi persiapan.
C0	G0004_0_S0329.wav	G0004		Liverpool liverpool tampak bermain sangat agresif di babak pertama.
C0	G0004_0_S0331.wav	G0004		Kami selalu menghormati lawan kami.
C0	G0004_0_S0332.wav	G0004		Proses penyembuhan noah berlangsung setidaknya selama bulan.
C0	G0004_0_S0333.wav	G0004		Tidak tahu, ini mau lewat mana.
C0	G0004_0_S0334.wav	G0004		Kata departemen itu.
C0	G0004_0_S0335.wav	G0004		Selama hari kegiatan operasi februari, orang terlibat narkoba.
C0	G0004_0_S0336.wav	G0004		Saya bersama pak menteri dan pak gubernur sedang makan bakso.
C0	G0004_0_S0340.wav	G0004		Cuaca sungguh sangat dingin di pyongyang pada desember.
C0	G0004_0_S0341.wav	G0004		Jam istirahat.
C0	G0004_0_S0343.wav	G0004		Tapi saya pikir masih terlalu dini untuk menyimpulkan itu.
C0	G0004_0_S0344.wav	G0004		Nanti kita buktikan.
C0	G0004_0_S0345.wav	G0004		Pertemuan pertama berlangsung pada liburan musim panas.
C0	G0004_0_S0347.wav	G0004		Politik anggaran sangat membutuhkan dukungan bupati.
C0	G0004_0_S0348.wav	G0004		Setelah dua hari, pepi mengantar korban pulang ke rumah.
C0	G0004_0_S0349.wav	G0004		Ngomongin cinta itu enggak melulu sama manusia.
C0	G0004_0_S0352.wav	G0004		Ibu kota teheran.
C0	G0004_0_S0353.wav	G0004		Real madrid berhemat di bursa transfer musim panas.
C0	G0004_0_S0354.wav	G0004		Sembilan gardu exit, enam gardu entrance.
C0	G0004_0_S0355.wav	G0004		Kepada fans fans terbaik kami, mohon terus nantikan kami.
C0	G0004_0_S0356.wav	G0004		Brightest flashlight memiliki fungsi layaknya aplikasi flashlight.
C0	G0004_0_S0357.wav	G0004		Saya tidak tahu pertimbangan apa yang menjadi dasar.
C0	G0004_0_S0358.wav	G0004		Sing sering mengunggah foto berbagai aksinya di panggung.
C0	G0004_0_S0360.wav	G0004		Anda harus mengakui para pemain liverpool bermain sangat baik.
C0	G0004_0_S0361.wav	G0004		Asap secara cuaca tidak begitu significant mengganggu penerbangan.
C0	G0004_0_S0362.wav	G0004		Arseille yang ingin mengejar ketertinggalan malah tertimpa sial.
C0	G0004_0_S0363.wav	G0004		Laki laki orang, perempuan orang.
C0	G0004_0_S0364.wav	G0004		Ya, seharusnya ternak ternak itu disertai dokumen skkh.
C0	G0004_0_S0366.wav	G0004		Gerakannya biasa saja, enggak ada yang luar biasa.
C0	G0004_0_S0368.wav	G0004		Wib unjuk rasa di depan gd.
C0	G0004_0_S0369.wav	G0004		Bagi saya pertandingan melawan persela sangat penting.
C0	G0004_0_S0370.wav	G0004		Dia cemburu dengan dua adiknya.
C0	G0004_0_S0375.wav	G0004		Kami masih ingin liat sisi legalnya.
C0	G0004_0_S0376.wav	G0004		Belum belum konfirmasi kehadiran sidang mediasi, saya juga belum memastikannya.
C0	G0004_0_S0377.wav	G0004		Suara di kecamatan rambutan, kecamatan bajenis.
C0	G0004_0_S0379.wav	G0004		Di belakang podium.
C0	G0004_0_S0380.wav	G0004		Korban yang dilaporkan hilang, ada orang.
C0	G0004_0_S0381.wav	G0004		Rencananya sih, sampai besok masih syuting terus.
C0	G0004_0_S0382.wav	G0004		Di grup wa saja sih ngobrolnya.
C0	G0004_0_S0383.wav	G0004		Unit roda dua.
C0	G0004_0_S0384.wav	G0004		Aku kalau emosi, suka keluar kata kata kotor.
C0	G0004_0_S0387.wav	G0004		Cuma kan, kita harus ngitung ya.
C0	G0004_0_S0390.wav	G0004		Saya nyesel bang.
C0	G0004_0_S0391.wav	G0004		Saya tidak menariknya, sterling keluar karena alasan itu.
C0	G0004_0_S0392.wav	G0004		Pakai alas kaki.
C0	G0004_0_S0393.wav	G0004		Saya senang dengan sikap baik cristiano kepada karim.
C0	G0004_0_S0394.wav	G0004		Selesai liburan kan diperkirakan tanggal ya.
C0	G0004_0_S0395.wav	G0004		Zaira adalah pilihan yang bagus.
C0	G0004_0_S0396.wav	G0004		Cara dia berbicara, saya pikir dia akan pergi.
C0	G0004_0_S0397.wav	G0004		Saya tidak tahu wacana itu.
C0	G0004_0_S0398.wav	G0004		Dapat kabar jam.
C0	G0004_0_S0399.wav	G0004		Inggris sepak bolanya terlihat basic.
C0	G0004_0_S0400.wav	G0004		Robs, tulis ibu dua anak itu lagi.
C0	G0004_0_S0401.wav	G0004		Foto the kitchen.
C0	G0004_0_S0403.wav	G0004		Saya kira ini hal yang biasa saja.
C0	G0004_0_S0404.wav	G0004		Wayne baik baik saja.
C0	G0004_0_S0406.wav	G0004		Mereka berjuang sangat keras di liga.
C0	G0004_0_S0407.wav	G0004		Kami semua benar benar mencintai dia, griezmann.
C0	G0004_0_S0408.wav	G0004		Densus gerebek terduga teroris di blitar foto antara.
C0	G0004_0_S0409.wav	G0004		Tapi saya sangat optimis ketika main di stadion telada.
C0	G0004_0_S0411.wav	G0004		Khusus di sultra, kami akan berikan kapal rakyat.
C0	G0004_0_S0414.wav	G0004		Foto twitter aniessa andi.
C0	G0004_0_S0415.wav	G0004		Itu karena kami memiliki proyek masa depannya.
C0	G0004_0_S0418.wav	G0004		Kami memiliki banyak nama untuk menggantikan posisinya zhaka.
C0	G0004_0_S0421.wav	G0004		Mery tidak asal bicara.
C0	G0004_0_S0425.wav	G0004		Waktu setempat itu.
C0	G0004_0_S0426.wav	G0004		Sejak hernandez pergi barcelona, tidak memiliki pemain seperti itu.
C0	G0004_0_S0428.wav	G0004		Foto pertama diambil di sebuah tempat bernama amber fort palace.
C0	G0004_0_S0429.wav	G0004		Sampai hari ini sudah.
C0	G0004_0_S0430.wav	G0004		Aku baru saja menyelesaikan novel keempat galbraith lethal white.
C0	G0004_0_S0431.wav	G0004		Saya suka dengan pressing yang bagus melawan tim lain.
C0	G0004_0_S0433.wav	G0004		Dari penampilan dybala, mengemas gol dan lima assist.
C0	G0004_0_S0434.wav	G0004		Dia mengatur kembalinya captain marvel ke bumi.
C0	G0004_0_S0435.wav	G0004		Saya sudah lama ditinggalkan ibu saya.
C0	G0004_0_S0436.wav	G0004		Lbiol merupakan mantan pemain madrid.
C0	G0004_0_S0437.wav	G0004		Melalui akun instagram pribadinya, dewi mengunggah sebuah video.
C0	G0004_0_S0438.wav	G0004		Jangan menggerakkan massa.
C0	G0004_0_S0441.wav	G0004		Anda bisa lihat dia, mourinho memiliki mentalitas seorang pemenang.
C0	G0004_0_S0442.wav	G0004		Saya memutuskan untuk membuat sesuatu yang berbeda.
C0	G0004_0_S0443.wav	G0004		Saya adalah pesepakbola yang paling bahagia di dunia.
C0	G0004_0_S0445.wav	G0004		Foto biro setpres.
C0	G0004_0_S0446.wav	G0004		Saya imbau agar warga menjaga kewaspadaan di daerahnya.
C0	G0004_0_S0447.wav	G0004		Kisah itu berawal dari seorang model bernama chloe ayling.
C0	G0004_0_S0448.wav	G0004		Aku enggak ada sih keturunan tionghoa.
C0	G0004_0_S0449.wav	G0004		Bahkan di setiap pertemuan ini juga selalu kami sampaikan.
C0	G0004_0_S0451.wav	G0004		Kualitas telur dapat ditingkatkan dengan obat obatan alternatif.
C0	G0004_0_S0452.wav	G0004		Bansos rastra ini, kata dia, sengaja digulirkan.
C0	G0004_0_S0453.wav	G0004		Kami dihargai dan dibantu.
C0	G0004_0_S0454.wav	G0004		Tidak berhenti disitu.
C0	G0004_0_S0455.wav	G0004		Terlalu banyak stres.
C0	G0004_0_S0457.wav	G0004		Akan volatile, saya rasa.
C0	G0004_0_S0458.wav	G0004		Jelas, dia melampaui izinnya.
C0	G0004_0_S0459.wav	G0004		Timnas spanyol foto afp.
C0	G0004_0_S0460.wav	G0004		Meteor berasal dari meteorid.
C0	G0004_0_S0461.wav	G0004		Jangan dilihat seribunya.
C0	G0004_0_S0462.wav	G0004		Dari pertandingan higuain, mengemas gol.
C0	G0004_0_S0463.wav	G0004		Menurutnya, bulan maret masih merupakan puncak musim hujan.
C0	G0004_0_S0464.wav	G0004		Buatlah telur dadar dengan campuran daun bawang yang menggoda.
C0	G0004_0_S0467.wav	G0004		Saya senang sekali.
